steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_steink	G_reink	G_taxed	ppop0	G_steink0	G_steink_halb	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p96	p97	p98	p99	p9950	p9990	p9999	mean	sum_pflichtige
1950	"OW"			1986	13474	.2270818		.2230313	0	.2270818	.2270818	4.032322	4.167718	4.352126	4.782589	5.015455	5.135222	5.413253	5.761589	6.216811	6.854336	7.302473	7.898284	10.45641	13.97991	15.56347	17.29938	19.36777	25.03497	28.73726	42.24468		6.784492	1986
1951.5	"OW"			2100	15609	.2304515		.2263184	.0009524	.2304515	.2304515	4.056561	4.297163	4.634327	5.131867	5.269628	5.420989	5.775068	6.208172	6.760923	7.499776	7.994656	8.860243	11.64952	14.73931	16.11812	17.63468	20.25483	25.84935	32.35332	49.36344		7.432857	2100
1953.5	"OW"			2301	17726	.2358494		.2315302	0	.2358494	.2358494	4.073102	4.387347	4.836318	5.229482	5.384228	5.554723	5.955419	6.379338	6.927949	7.835305	8.460867	9.262709	12.39665	15.36695	16.50449	18.31536	21.00422	26.19365	32.23262	48.21156		7.703607	2301
1955.5	"OW"			2518	19631	.2394163		.234624	.0023828	.2394163	.2394163	4.088218	4.471079	5.0055	5.265607	5.413819	5.576877	5.959163	6.409311	7.002215	7.852785	8.443121	9.250677	12.10029	15.51892	16.84993	18.95357	22.08173	27.33572	35.90816			7.796267	2518
1957.5	"OW"			2710	20981	.2409216		.2362688	0	.2409216	.2409216	4.103387	4.556395	5.046178	5.368718	5.554113	5.759389	6.17977	6.63117	7.224768	8.062763	8.674305	9.477589	12.58152	15.94285	17.13217	19.40259	22.35215	27.9844	34.5776	50.85094		7.742066	2710
1959.5	"OW"			1294	13859	.2524505		.2489433	0	.2524505	.2524505	6.033415	6.172497	6.359694	6.787385	7.030353	7.275179	7.853444	8.58427	9.587594	11.15561	12.07109	13.32242	17.25454	22.03975	24.29741	26.97065	30.47833	35.12965	41.97147			10.7102	1294
1961.5	"OW"			1815	20096	.2807065		.2757505	0	.2807065	.2807065	6.033576	6.173336	6.361468	6.791395	7.03568	7.285569	7.876433	8.562384	9.547553	11.03303	12.01367	13.19518	17.7714	23.91123	26.76192	30.99215	36.49056	43.52723	52.07007			11.07218	1815
1963.5	"OW"			1835	23758	.3119978		.305855	0	.3119978	.3119978	6.114829	6.609515	7.082099	7.505795	7.748611	8.01709	8.658728	9.530068	10.66527	12.46498	13.73775	15.45458	21.1807	28.63817	31.8039	36.54775	42.37436	50.43904	57.76093	310.9161		12.94714	1835
1965.5	"OW"			2336	33413	.3004391		.2943366	0	.3004391	.3004391	7.12622	7.668466	8.121614	8.612769	8.894381	9.164715	9.747965	10.58221	11.70207	13.38715	14.78761	16.43394	23.16518	32.20252	35.48871	41.14816	48.63715	58.99882	82.0039	187.5159		14.30351	2336
1967.5	"OW"			3244	50322.2	.3196515		.3124673	.0003083	.3196515	.3196515	7.229434	8.065629	8.331899	9.033152	9.305696	9.606151	10.395	11.32045	12.46956	14.22737	15.48995	17.45513	24.30472	32.44402	35.27947	42.65543	51.18798	66.93638	86.80699	268.623		15.51239	3244
1969.5	"OW"			4332	70498.1	.3257752		.3178756	.0002308	.3257752	.3257752	7.280455	8.139296	8.52131	9.364314	9.731823	10.20285	11.09023	11.88129	13.09994	14.73206	15.85723	17.42664	24.41751	33.82415	37.23471	42.40844	51.71664	69.35567	98.20556	191.8832		16.2738	4332
1971.5	"OW"			4294	87608.3	.3501814		.3393035	.0004658	.3501814	.3501814	9.231412	10.09188	10.46667	11.3433	11.74045	12.24402	13.23135	14.32708	15.62933	17.71848	19.12089	21.00207	29.37317	39.21598	43.35114	50.92447	60.37835	90.13965	127.2175			20.40249	4294
1973.5	"OW"			5094	116168.1	.3437449		.3315126	.0003926	.3437449	.3437449	9.59219	10.59525	11.42332	12.69645	13.37465	14.08097	15.2775	16.55921	18.14962	20.31972	21.85827	23.80117	32.4444	45.79966	50.73283	59.68786	76.69285	107.1397	151.8378	493.7759		22.80489	5094
1975.5	"OW"			6689	179426.1	.3519647		.3388789	.000598	.3519647	.3519647	10.09536	11.13821	12.26447	14.35917	15.35619	16.31038	18.16835	20.03698	22.18466	25.14884	26.97033	29.38016	39.30981	54.34756	61.08598	71.06081	81.92007	113.8802	172.5446	528.9746		26.82405	6689
1977.5	"OW"			7214	195911.9	.3340367		.3226468	.0002772	.3340367	.3340367	10.08947	11.11456	12.24381	14.4855	15.63454	16.83294	19.15591	21.2826	23.70613	26.80725	28.839	31.57775	41.87384	55.19738	60.36927	68.12165	79.84647	106.4517	152.6181	334.2704		27.15718	7214
1979.5	"OW"			7869	227570.5	.3461136		.3338604	.0003812	.3461136	.3461136	10.12265	11.17408	12.3575	14.81399	16.30956	17.61214	20.17025	22.56466	25.19431	28.43933	30.74676	33.52627	44.31579	59.1142	64.24731	72.46053	84.82314	115.9822	164.4052	464.6312		28.91988	7869
1981.5	"OW"			8218	251879.3	.3571468		.3441442	.0003651	.3571468	.3571468	10.11109	11.23614	12.56137	15.41556	16.74894	18.19105	20.89762	23.60786	26.53621	30.42174	32.69581	35.80487	47.38789	62.77681	68.56778	78.42818	94.77398	135.7033	194.7155	445.2817		30.64971	8218
1983.5	"OW"			8885	293435.7	.3643124	.333178	.3503445	.0002251	.3643124	.3643124	10.63564	12.02568	13.32794	16.33382	17.79517	19.46265	22.43023	25.33071	28.28964	32.20801	34.66887	37.95867	50.21749	66.59338	73.63713	83.04124	100.9686	138.194	184.7361	476.3837		33.02596	8885
1985.5	"OW"			9397	323658.5	.350499	.3225797	.3378067	.0001064	.350499	.350499	11.3118	12.56245	14.16633	17.3253	18.83717	20.46925	23.85755	26.89425	30.48917	34.74715	37.49049	41.1313	53.88499	70.47886	77.04209	86.16064	103.5543	141.1823	190.5042	454.7284		34.44275	9397
1987.5	"OW"			10354	370257.9	.3447799	.3233948	.3320043	.0055051	.3447799	.3447799	10.35732	11.96237	14.44917	17.98776	20.07616	21.46513	25.0166	28.03756	31.79657	36.33494	39.03913	42.52838	55.93956	73.14875	80.53728	90.16767	110.1323	149.564				35.75989	10354
1989.5	"OW"			10121	415745.2	.3389009	.3290383	.3266634	.0071139	.3389009	.3389009	10.78464	14.70371	17.48005	21.88835	23.6939	25.5461	28.7056	32.09533	36.04954	41.09896	44.1673	48.34977	62.6787	82.88116	90.71006	102.2278	120.1577	167.4258				41.07748	10121
1991.5	"OW"			10460	477414.8	.3317609	.3223135	.3197434	.0081262	.3317609	.3317609	11.29771	16.1373	20.04342	25.02649	26.88232	29.01868	32.56848	36.31094	40.52356	45.9156	49.41251	53.93587	70.11271	91.55714	99.69216	112.1221	133.4766	182.0951				45.64195	10460
1993.5	"OW"			11219	554342.9	.3110826	.3034531	.3010406	.010607	.3110826	.3110826	13.31388	17.4484	21.29533	27.43489	30.14976	32.12178	36.46582	40.87399	45.80247	51.9933	56.09689	61.79174	80.85475	102.7926	112.1388	126.1792	150.4839					49.41108	11219
1995.5	"OW"	2647	386	11867	624566.1	.3287588	.3191962	.3170972	.0088191	.4511768	.4146198		17.94685	21.98713	28.43567	31.05011	33.2521	37.81771	42.51187	47.72329	54.43457	58.63031	63.86821	83.01716	105.8812	114.6086	127.3372	147.9305					52.6305	11867
1997.5	"OW"	3289	931	11895	622862.7	.3282496	.3188421	.3171938	.0086275	.4737572	.4261737	15.57189	18.5925	22.35477	28.02141	30.59185	32.88735	37.51527	42.18317	47.44678	53.88542	58.1627	63.81768	82.45269	105.5651	114.4222	127.5036	148.9529					52.3634	11895
1999.5	"OW"	3430	998	12185	635649.9	.3293507	.3190043	.3181068	.0076209	.4766659	.4280865	15.59806	18.43804	22.26578	28.02726	30.57662	32.80493	37.31419	41.93974	47.19789	53.64197	57.85049	63.15524	80.60089	101.4367	109.878	122.1487	143.8423	197.7011				52.16659	12185
2001	"OW"	3794	277	13868	801022.4	.3420875	.3306947	.3299949	.0088891	.4834146	.4401758	16.76364	20.27518	24.10351	30.72467	33.33475	35.93521	40.60706	45.46284	51.16018	58.21398	62.75894	68.27154	87.88717	112.183	121.3373	134.6271	157.0324					57.76048	13868
2002	"OW"	3873	299	14048	806154.3	.3306811	.3215615	.319458	.0091513	.475331	.4318186	16.74342	20.21336	24.43846	31.16456	33.75295	36.23009	40.99253	46.09591	51.7289	58.93761	63.46873	69.39891	89.08187	112.7133	122.0283	135.7124	158.9626					57.3857	14048
2003	"OW"	3904	287	14346	819785.2	.3224355	.3145245	.311922	.0092055	.4673786	.4211002	16.75875	20.27629	24.43467	31.25393	34.02848	36.53577	41.39473	46.51765	52.43344	59.74545	64.16034	70.33652	90.06772	113.8487	123.3097	137.3636	160.8844					57.14382	14346
2004	"OW"	3822	333	14491	857578	.3381271	.3284875	.326311	.0096107	.4762627	.4323619	16.79831	20.4396	24.65645	31.5601	34.46962	36.9146	41.8615	47.03008	52.94559	60.4982	65.12729	71.13991	91.52758	114.7255	124.1393	137.6611	161.2804					59.18004	14491
2005	"OW"	3739	388	14579	867769.2	.3344025	.325941	.3228559	.0106453	.4702617	.4278171	16.86587	20.71674	25.19009	31.79622	34.8851	37.2644	42.21832	47.51366	53.56028	61.26538	66.12369	72.38375	92.661	117.0084	126.3038	139.4077	164.689					59.52186	14579
2006	"OW"	4061	279	14724	936220	.3641149	.3523942	.3506306	.0124035	.5015825	.4561343	17.00592	21.12944	25.53626	32.49833	35.46565	37.84761	42.89146	48.26438	54.4438	62.28978	67.28424	73.706	95.0321	121.2445	131.1971	145.2433	176.9076					63.58463	14724
2007	"OW"	3867	363	15050	970520.6	.359262	.3491128	.3460672	.0136385	.4902412	.4483594	17.07035	21.34948	25.90173	33.12337	36.09677	38.73759	44.02568	49.60653	55.78011	63.73254	68.86547	75.61992	97.95514	125.9156	137.6348	155.0934	186.4025					64.48642	15050
2008	"OW"	3893	371	15323	975805.6	.3490468	.3381854	.3362099	.014311	.4809244	.4392353	17.2098	21.6647	26.29574	33.5513	36.42303	39.12753	44.2281	49.4809	55.63497	63.22571	68.18172	74.62959	97.60957	127.9073	140.2708	158.792	190.4295					63.68242	15323
2009	"OW"	3842	376	15705	1019461	.3520018	.3416312	.3390811	.0155011	.4793671	.4397764	16.57714	21.76407	26.32831	33.82675	36.72694	39.53054	45.09928	50.56009	56.65716	64.57839	69.8605	76.67628	100.7243	131.7225	143.4554	162.6193	196.5652					64.91315	15705
2010	"OW"	3828	340	16014	1061268	.3563118	.3464016	.3430366	.016329	.4804947	.4424114	16.80707	22.18796	26.83647	34.24316	37.12359	40.13026	45.4465	51.06665	57.47546	65.77554	71.18552	77.78523	102.8208	135.0991	148.3611	168.2808						66.27128	16014
1918	"SG"			11853	51741.25	.3006326		.2938461	0	.3006326	.3006326	2.505699	2.52922	2.56039	2.629629	2.668359	2.718967	2.897609	3.163446	3.551073	3.986887	4.285007	4.678908	6.249333	8.845736	9.743364	11.2718	14.36217	20.54445	29.40198			4.365245	11853
1923	"SG"			11463	79311.75	.281912			.0002617	.281912	.281912	2.028984	2.152387	2.325601	2.752731	3.01918	3.332603	4.155495	5.106936	5.581998	6.260247	6.732151	7.358396	9.700109	13.49409	15.0399	17.32832	21.26817	30.96434	44.85802	117.0558		6.918935	11463
1941.5	"SG"			33955	178055	.3235977			.0014725	.3235977	.3235977	2.015123	2.078391	2.164351	2.364118	2.481293	2.612986	2.933035	3.362542	3.974722	4.931225	5.386059	5.96023	8.164215	11.53923	13.13705	15.52774	19.65381	30.09616	46.13532			5.243852	33955
1945.5	"SG"			2122	28247	1.274949		1.991069	-.0014138	1.274949	1.274949	45.9421	47.35431	49.2716	55.67686	59.77201	60.36729	61.24017	62.28887	63.59685	65.32374	66.44237	67.83756	73.30307	80.15628	82.14726	84.78724	88.65276					13.3115	2122
1947.5	"SG"			77521	427619	.359127		.3513291	.001032	.359127	.359127	2.040418	2.215014	2.466729	3.042972	3.189875	3.35477	3.754649	4.204791	4.724115	5.437965	5.923721	6.513222	8.720517	12.341	13.77113	15.86211	19.35921	28.32511	41.78195			5.51617	77521
1949	"SG"			67562	474846	.3226094		.3143938	.0013469	.3226094	.3226094	3.054469	3.288541	3.622781	4.161633	4.335517	4.529447	4.994663	5.466533	6.094191	6.937046	7.486369	8.207279	10.85705	14.60428	16.28484	18.85367	23.29251	33.7119	48.29856			7.0283	67562
1950	"SG"			47142	397069	.3100665		.3010442	.0019303	.3100665	.3100665	4.059209	4.311499	4.666141	5.177185	5.34485	5.530096	5.967519	6.481211	7.15273	8.056433	8.676937	9.489659	12.60271	17.45629	19.56309	22.74133	28.27464	40.63093	58.865			8.422829	47142
1951.5	"SG"			48431	409594	.2990473		.290386	0	.2990473	.2990473	4.064395	4.339688	4.729022	5.222706	5.403333	5.603339	6.066404	6.588172	7.264789	8.176722	8.777522	9.561218	12.57465	16.99684	18.91086	21.85121	27.16972	39.53529	57.54628	129.2791		8.457269	48431
1953.5	"SG"			54928	474019	.3048636		.2960019	.000091	.3048636	.3048636	4.065699	4.346799	4.744954	5.243729	5.435579	5.648439	6.129258	6.673209	7.367386	8.301238	8.92221	9.760345	12.95261	17.72535	19.88124	22.98964	28.86479	40.52921	58.71256	132.4014	469.7491	8.629825	54928
1955.5	"SG"			57192	511079	.3145401		.3052624	.000035	.3145401	.3145401	4.06609	4.348928	4.749727	5.263074	5.468843	5.69772	6.206125	6.802102	7.546604	8.545553	9.214725	10.09249	13.33437	18.35661	20.55682	24.30858	30.32708	42.9169	62.59325	137.7775	424.1701	8.936197	57192
1957.5	"SG"			67355	615802	.3277855		.3180401	.0000297	.3277855	.3277855	4.077023	4.408944	4.885346	5.366625	5.603898	5.869161	6.407485	7.065305	7.874827	8.949238	9.674198	10.58994	14.05168	19.1687	21.53675	25.25984	31.75146	46.25665	67.31972	148.6403	510.6722	9.142632	67355
1959.5	"SG"			40586	485061	.33191		.3235753	.0000986	.33191	.33191	6.033332	6.172067	6.358784	6.785328	7.027974	7.272887	7.851377	8.546636	9.468608	10.77775	11.6502	12.85479	17.67445	25.60338	29.39632	34.35859	43.69193	63.40557	91.00897	212.5687	988.8345	11.95144	40586
1961.5	"SG"			48364	591194	.3360027		.3275383	.0001034	.3360027	.3360027	6.037558	6.19416	6.405627	6.891626	7.14122	7.395351	7.996311	8.74279	9.729028	11.10224	12.03851	13.24074	18.06487	26.31304	29.88864	35.62535	45.15072	64.75664	90.42262	222.8411		12.22384	48364
1963.5	"SG"			53796	724726	.3289598		.321337	.0000929	.3289598	.3289598	6.143202	6.767534	7.16025	7.657905	7.94511	8.232248	8.895586	9.729424	10.82418	12.36927	13.39326	14.78356	20.37284	29.56981	33.32924	38.99318	48.27751	71.07675	97.24118	215.7444	929.2364	13.47175	53796
1965.5	"SG"			54836	879441	.3507765		.3419805	.0001094	.3507765	.3507765	7.177596	7.954826	8.246218	8.834694	9.147487	9.465034	10.20763	11.13659	12.37712	14.13696	15.34948	17.02317	23.96264	36.39177	41.67783	49.86749	64.08505	91.5912	128.3511	292.5942		16.03766	54836
1967.5	"SG"			73601	1220512	.3385839		.3301048	.0000951	.3385839	.3385839	7.256243	8.103769	8.433313	9.236146	9.587873	10.06738	10.85912	11.87912	13.24971	15.06641	16.29693	17.89845	24.70008	35.68102	40.63306	48.41698	62.7708	92.6405	133.4773	292.5589	973.8697	16.58282	73601
1969.5	"SG"			88290	1574761	.3377403		.3292417	.0000566	.3377403	.3377403	7.381598	8.252898	8.756818	9.794219	10.33558	10.80326	11.85657	13.14934	14.58174	16.57971	18.0008	19.752	26.94082	37.89168	42.82607	50.52491	63.86569	97.66875	140.4146	313.2417	811.432	17.83624	88290
1971.5	"SG"			90032	1917710	.3293821		.3196636	.0001111	.3293821	.3293821	9.366483	10.25806	10.7891	12.03646	12.53192	13.15842	14.35354	15.71288	17.48427	19.77862	21.40038	23.48282	31.74283	44.42157	50.25744	59.35509	75.48585	113.4204	166.5046	373.8449		21.30031	90032
1973.5	"SG"			100302	2402220	.3428428		.3309871	.0001695	.3428428	.3428428	9.575953	10.56167	11.46579	13.13214	13.81665	14.57469	16.11747	17.68543	19.63291	22.29916	24.11087	26.42649	35.49879	50.33733	57.12014	67.25636	85.44662	129.0141	191.781	427.1389		23.94987	100302
1975.5	"SG"			112097	3166044	.3321829		.3203275	.0001071	.3321829	.3321829	10.20281	11.46652	12.81957	15.39689	16.55035	17.67036	19.75499	22.00527	24.47744	27.7392	30.04473	32.76365	43.16639	58.31153	65.402	75.54739	94.3944	138.0733	203.7144	453.0618		28.24379	112097
1977.5	"SG"			118155	3563821	.3259093		.3146717	.0000846	.3259093	.3259093	10.26489	11.65721	13.21512	16.14564	17.52439	19.00089	21.58675	24.29106	27.16691	31.06007	33.43506	36.5576	47.3044	61.61862	67.32638	75.9264	91.9391	134.7237	196.64	415.318	942.6411	30.16225	118155
1979.5	"SG"			123501	3880477	.326932		.3155679	.0001619	.326932	.326932	10.30921	11.83604	13.54442	16.62503	18.19742	19.65628	22.49707	25.39996	28.51883	32.66111	35.37484	38.39918	49.43739	64.23477	70.25155	78.73677	95.30432	134.319	191.7426	413.0337		31.42061	123501
1981.5	"SG"			129882	4349812	.3311598		.3193841	.0001232	.3311598	.3311598	10.36922	12.15373	14.04698	17.43686	19.16402	20.74086	24.04502	26.96042	30.6402	35.24554	37.97573	41.5122	53.36652	69.18856	75.7931	85.49045	102.46	145.6613	203.0131	425.9376		33.49049	129882
1983.5	"SG"			138645	4896745	.3361699	.3058866	.323649	.000202	.3361699	.3361699	11.01635	12.52759	14.52938	18.27032	20.07361	21.75656	25.18632	28.27918	32.04753	36.74403	39.74863	43.45692	56.3148	73.28049	80.14477	90.63878	109.1332	155.4665	219.8518	461.9554		35.31858	138645
1985.5	"SG"			145104	5485247	.3433424	.3127079	.3307216	.0002343	.3433424	.3433424	11.43796	13.17713	15.2072	19.15557	21.06388	22.82992	26.34011	30.23521	34.25085	39.39057	42.66162	46.77223	60.83222	79.18669	86.42686	97.11723	116.9208	164.8247	231.0223	498.2003		37.80218	145104
1987.5	"SG"			157133	6171780	.3368008	.3141963	.3240819	.0070895	.3368008	.3368008	10.49857	12.81858	15.75888	20.23478	21.97702	24.00572	27.73906	31.65528	35.9577	41.16538	44.36629	48.45667	62.41365	80.86541	94.04367	99.23714	119.6771	169.5368				39.27743	157133
1989.5	"SG"			157889	6992782	.3351671	.3239823	.3232009	.009551	.3351671	.3351671	10.90064	15.24334	18.26019	23.07109	25.38967	27.21286	31.31565	35.59069	40.3884	46.17759	49.82494	54.36077	69.88413	90.91727	99.45462	112.7022	136.3663	195.1199				44.28923	157889
1991.5	"SG"			166637	8096890	.3389174	.3270662	.3266758	.011426	.3389174	.3389174	11.36864	16.22696	20.0848	25.44044	27.51852	30.01966	34.21532	38.78979	44.09516	50.77032	54.7098	59.68027	76.88981	99.42063	109.311	123.8304	148.959					48.58999	166637
1993.5	"SG"			170308	9106184	.330224	.3182333	.318591	.0126359	.330224	.330224	14.8006	18.07329	22.01884	28.21058	30.92299	33.31489	38.18186	43.33933	49.22731	56.51527	61.12371	66.59823	86.10183	109.2892	118.6022	134.036	160.6785					53.46891	170308
1995.5	"SG"	26606	4036	169014	9300501	.323682	.3135152	.3122039	.0108936	.415667	.390545	15.17144	19.28615	23.17189	29.40976	32.03564	34.78702	39.76098	45.15981	51.12934	58.56837	63.26009	69.09919	87.91022	111.9468	121.3438	135.8573	161.2334					55.02799	169014
1997.5	"SG"	39051	6069	166111	9165281	.3203879	.310024	.3096297	.0098508	.4497468	.411	15.80407	20.00846	23.84826	30.04654	32.34871	35.07846	40.07529	45.25177	51.14831	58.51541	63.24311	69.02322	87.94724	111.4994	120.852	135.5918	160.5808					55.17564	166111
1999.5	"SG"	48615	5701	164839	8880356	.3172569	.3072361	.3067745	.0083625	.4727544	.4239673	15.76231	19.64168	23.43351	29.32868	31.79963	34.3199	39.12703	44.2183	50.16333	57.22101	61.71043	67.18775	85.49022	108.0458	116.8604	130.6187	153.7043					53.87291	164839
2001	"SG"	42270	947	197544	1.20e+07	.3413968	.3275918	.3294663	.0135897	.4574833	.4246239	16.86425	20.65348	24.74373	31.57562	34.45761	37.06562	42.36636	47.98217	54.53499	62.64948	67.77592	74.09534	95.79059	123.4589	135.3046	152.6082	183.2608					60.56273	197544
2002	"SG"	45654	1330	198931	1.20e+07	.3326066	.3206364	.3212454	.0127399	.4571816	.4221685	16.89313	20.80704	25.26523	31.99316	35.03489	37.453	42.77135	48.41042	55.09328	63.09219	68.25549	74.60514	96.39476	123.5059	134.6298	150.6338	179.7208					60.33213	198931
2003	"SG"	46875	2093	196747	1.16e+07	.317445	.3069581	.3072253	.0107544	.4487745	.4091733	16.92806	20.92331	25.37255	32.07059	35.09191	37.51922	42.78431	48.38131	55.0031	62.88768	67.86459	74.05207	94.76912	119.8986	130.0378	144.2301	169.3829					58.92872	196747
2004	"SG"	46731	2919	198294	1.17e+07	.3184804	.3085108	.308268	.0109458	.4484593	.4093707	16.91013	20.85794	25.29317	32.06583	35.12118	37.56325	42.87705	48.53498	55.2199	63.21225	68.30406	74.63944	95.68065	121.4501	131.5808	145.8985	171.0696					59.14528	198294
2005	"SG"	47639	3087	199395	1.19e+07	.3198983	.3100498	.3095431	.0111847	.4510518	.4116628	16.93541	20.93714	25.3627	32.18879	35.25674	37.72009	43.03369	48.71246	55.40676	63.48067	68.59129	74.88852	96.23307	121.978	132.3626	147.0658	172.6924					59.51263	199395
2006	"SG"	52679	3488	197052	1.17e+07	.3152512	.3054535	.3056074	.0108637	.4596942	.4140433	17.08664	21.29725	25.65222	32.69764	35.6168	38.07328	43.30344	48.83537	55.42122	63.4664	68.50781	74.64954	96.13036	121.9813	132.4673	147.327	172.6608					59.53422	197052
2007	"SG"	50992	3548	200641	1.23e+07	.321492	.3113093	.3112327	.012248	.4589878	.4163527	17.18068	21.55532	26.03747	33.18074	36.10101	38.73379	44.07368	49.77898	56.40918	64.70504	70.04075	76.46553	98.10366	125.0604	135.7608	151.1568	179.0419					61.13453	200641
2008	"SG"	51947	3887	202511	1.24e+07	.3213493	.3114243	.3108761	.0123282	.4598942	.4169163	17.22465	21.70288	26.27835	33.39064	36.26589	38.9025	44.17932	49.75216	56.18316	64.1237	69.23695	75.64908	97.69163	125.46	136.4624	152.3825	179.9891					61.1647	202511
2009	"SG"	52702	4021	204656	1.26e+07	.3185989	.3092668	.3083552	.0119173	.4581369	.4151902	16.55424	21.81125	26.4434	33.60169	36.4647	39.16506	44.49661	50.15434	56.56779	64.67828	69.83982	76.39031	98.57687	126.2548	137.0037	152.4778	178.6117					61.32851	204656
2010	"SG"	52224	4144	208099	1.28e+07	.3187461	.3102185	.3085877	.0122156	.455414	.4135743	16.48252	21.67571	26.28492	33.54628	36.48495	39.27769	44.65392	50.40254	56.93974	65.22834	70.37704	76.89561	99.27778	127.0994	137.8178	153.3424	179.8356					61.47737	208099
1918	"SH"			1750	7560.5	.2958306		.2888749	0	.2958306	.2958306	2.50674	2.534588	2.571564	2.653994	2.700324	2.759704	2.897136	3.11684	3.507569	3.911759	4.238316	4.636326	5.918754	7.810381	8.839473	10.28609	12.6386	21.7349				4.320286	1750
1923	"SH"			2651	16243.5	.3344754			.0011316	.3344754	.3344754	2.017353	2.090156	2.18959	2.422888	2.561101	2.717584	3.10263	3.629057	4.3964	5.293869	5.708717	6.260946	8.340778	11.6819	13.38633	15.68855	18.77912	27.60834	46.91329			6.12731	2651
1941.5	"SH"			9983	54488	.3130878			.001202	.3130878	.3130878	2.015767	2.081783	2.171612	2.380948	2.50409	2.642783	2.981055	3.43746	4.092207	5.069286	5.492954	6.059965	8.222369	11.53134	13.10484	15.45434	19.49805	29.25322	43.91415			5.458079	9983
1945.5	"SH"			50177	270988	.321439		.3185162	.0009168	.321439	.321439	2.551971	7.431728	7.795352	8.255975	8.447898	8.658003	9.112065	9.576842	11.34636	19.89868	24.44946	30.95248	51.4442	62.96276	64.31105	66.09199	68.68614	74.86142	82.44382	99.17016		5.400642	50177
1947.5	"SH"			17681	107597	.3383928		.3311754	.0007918	.3383928	.3383928	2.084728	2.471689	3.02274	3.423467	3.665142	3.942396	4.315047	4.761394	5.326573	6.098386	6.590271	7.210663	9.64412	13.53806	15.05297	17.25883	21.07595	30.7491	42.52416	84.04401		6.085459	17681
1949	"SH"			16181	122245	.3112125		.303318	.000927	.3112125	.3112125	3.109202	3.600551	4.083168	4.507899	4.759081	5.027074	5.453874	6.005023	6.665152	7.58145	8.186645	8.930032	11.47958	15.42691	17.35198	20.25066	24.67335	35.61237	49.72986	96.91132		7.554848	16181
1950	"SH"			12821	109054	.2972779		.2889391	.00117	.2972779	.2972779	4.079677	4.423606	4.918776	5.297787	5.481649	5.685263	6.148253	6.695157	7.401839	8.349048	8.963519	9.664716	12.6158	17.44749	19.68981	22.68222	28.21424	39.83786	54.80291			8.505889	12821
1951.5	"SH"			13911	122627	.2951725		.2866858	.0002157	.2951725	.2951725	4.091812	4.491172	5.019292	5.37998	5.588493	5.820342	6.31179	6.906644	7.624683	8.572529	9.181865	9.925244	12.83642	16.96467	18.95637	22.40578	27.39975	37.92877	51.64967	110.7634		8.81511	13911
1953.5	"SH"			15017	137279	.2957621		.2870858	.0001998	.2957621	.2957621	4.11945	4.648157	5.103045	5.541572	5.79764	6.062336	6.565665	7.188419	7.954628	8.984727	9.620337	10.39012	13.31383	17.55587	19.64807	22.94771	29.04527	40.69936	55.81487	132.7813		9.141573	15017
1955.5	"SH"			15278	144398	.3044954		.2953107	0	.3044954	.3044954	4.135736	4.742709	5.148337	5.634565	5.920197	6.171071	6.712635	7.352959	8.150639	9.229281	9.924961	10.72028	13.80949	18.21955	20.42538	23.86189	30.3226	43.11264	59.86503	176.9617		9.451368	15278
1957.5	"SH"			16864	162682	.3069225		.2978579	0	.3069225	.3069225	4.153172	4.845643	5.221154	5.837565	6.140812	6.42342	7.078188	7.749804	8.615651	9.742881	10.47523	11.38056	14.4971	19.14076	21.14203	24.63421	30.85724	43.7946	61.78556	145.6477		9.646703	16864
1959.5	"SH"			12291	142429	.3039224		.2966934	0	.3039224	.3039224	6.038384	6.198488	6.414822	6.912596	7.158533	7.410094	8.004456	8.751068	9.656542	10.89781	11.73671	12.728	16.85893	23.17177	26.36861	30.76771	37.78991	54.81178	80.42182	187.4463		11.58807	12291
1961.5	"SH"			14382	173067	.3136248		.3059546	.0000695	.3136248	.3136248	6.043998	6.227956	6.477621	7.043523	7.30204	7.588902	8.241151	9.022544	10.02839	11.34071	12.18082	13.27004	17.56507	24.12321	26.86545	31.44386	38.86365	55.64943	86.41221	222.5012	833.9947	12.03358	14382
1963.5	"SH"			15868	214821	.3181416		.3107209	.000063	.3181416	.3181416	6.189048	7.006191	7.258235	7.83914	8.148838	8.464491	9.191755	10.05275	11.14917	12.64304	13.62911	14.92534	19.86014	27.7641	31.41686	36.83307	46.42075	65.31648	96.59686		819.5908	13.538	15868
1965.5	"SH"			15779	248270	.3257517		.3177629	0	.3257517	.3257517	7.210431	8.033315	8.340752	9.042105	9.377615	9.750061	10.56876	11.53473	12.74477	14.43126	15.56872	17.04868	23.2481	32.81645	37.06478	44.26694	55.86807	81.84472	128.6484	287.3114		15.7342	15779
1967.5	"SH"			18639	316423.4	.3224702		.3146094	0	.3224702	.3224702	7.337516	8.215952	8.69372	9.653343	10.16803	10.56244	11.53657	12.63839	14.12961	15.87694	17.24791	19.00741	25.27585	34.81123	39.46829	46.66446	58.27343	85.14534	129.4291	329.1958		16.97642	18639
