steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_reink	ppop0	G_reink0	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p96	p97	p98	p99	p9950	p9990	p9999	mean	sum_pflichtige
1999.5	"LU"	22115	11710	88112	4873540	.2919362	.0046631	.433996	15.92196	20.31444	23.80359	30.78694	33.69009	36.54718	42.07056	47.91991	54.63565	62.61206	67.50077	73.10074	89.81531	107.745	113.8604	122.5729	136.7159	167.9991				55.31074	88112
2001	"LU"	38531	1044	149933	9733596	.3195965	.0118537	.4587033	17.4902	22.29072	27.01971	35.10182	38.01266	41.12259	47.08521	53.58482	61.22979	70.63174	76.30198	83.05623	104.8566	130.9807	140.7846	155.1754	179.6998					64.91964	149933
2002	"LU"	39041	1178	151303	9904268	.3186275	.0124354	.4583822	17.41655	22.26269	27.18275	35.44233	38.46791	41.54424	47.56318	54.11489	61.82381	71.43798	77.22739	84.09377	106.1902	133.0211	143.0794	158.0604	182.9515					65.45982	151303
2003	"LU"	38603	1187	152485	1.01e+07	.3197147	.0126434	.4571438	17.58131	22.50857	27.44602	35.72894	38.80643	41.84114	47.94974	54.70354	62.54245	72.29662	78.23233	85.48814	107.6162	134.4141	144.4383	159.451	184.0721					66.24871	152485
2004	"LU"	38854	1753	154337	1.03e+07	.3183646	.0130079	.4554531	17.80633	22.81422	27.79149	36.0854	39.28011	42.26661	48.40558	55.29082	63.06635	72.90343	78.91577	86.24154	108.9588	135.7693	145.6995	160.9138	185.8265					66.79371	154337
2005	"LU"	37294	1985	158038	1.07e+07	.3298745	.0139506	.457819	17.82886	22.67025	27.37795	35.76565	38.92135	41.97636	48.17023	55.06443	62.90814	72.9684	79.0782	86.48612	109.3244	136.9511	147.2895	163.3488	189.3748					67.64564	158038
2006	"LU"	40557	2200	157311	1.10e+07	.3344102	.0145046	.4708361	19.58638	23.61307	28.32626	36.61126	40.09125	42.93754	49.17476	56.12343	64.25807	74.56764	80.91505	88.36404	111.9485	140.0808	150.6969	167.1366	193.3968					69.82818	157311
2007	"LU"	38611	2827	160422	1.13e+07	.3269952	.0156909	.4575534	20.00451	23.9377	28.71197	37.14917	40.68805	43.66837	50.14066	57.2016	65.69798	76.30912	82.82142	90.63038	114.9312	144.4726	155.8701	172.1579	198.0447					70.33176	160422
2008	"LU"	39440	2847	163547	1.18e+07	.3290517	.0168976	.4594157	20.04356	24.12123	29.05229	37.88995	41.44767	44.70362	51.24505	58.55365	67.3867	78.4049	85.18218	93.0661	118.4005	148.4562	160.2613	176.846						72.11965	163547
2009	"LU"	39960	2745	167417	1.21e+07	.3297084	.0176056	.4588686	20.05067	24.19044	29.12976	38.05989	41.65136	45.05041	51.44265	58.77012	67.65875	78.84819	85.69532	93.7253	119.3679	150.7292	162.6193	179.3427						72.50977	167417
2010	"LU"	39786	3297	169779	1.24e+07	.3297053	.0181042	.456961	20.0603	24.21968	29.21233	38.24414	41.8253	45.23618	51.74208	59.25063	68.17573	79.64083	86.55032	94.58498	120.7255	151.9046	163.9118	180.8028						72.98153	169779
1987.5	"NE"			67324	2881213	.3252595	.0056592	.3252595	10.62714	13.64017	16.64911	21.60309	23.85008	26.1524	30.82957	35.78571	41.25491	47.91146	51.91463	56.47749	70.01749	91.17189	93.74823	103.5973	119.5692	159.1806				42.79622	67324
1989.5	"NE"			64750	3060380	.3278011	.0080154	.3278011	11.03588	15.52423	18.48742	24.14276	26.58266	28.98472	33.85731	39.27418	45.4671	52.50775	56.53443	61.19136	76.20918	95.92628	103.7728	114.9616	135.262	181.7593				47.26456	64750
1991.5	"NE"			66415	3489969	.3345692	.0104344	.3345692	11.77773	16.54371	20.18186	26.38365	29.07376	31.73434	37.17924	43.19588	50.45916	58.74267	63.49406	68.91439	86.1786	107.9386	116.3102	129.2501	150.8138					52.5479	66415
1993.5	"NE"			67618	3906991	.3272665	.011846	.3272665	15.37446	18.2504	22.37236	29.58247	32.4993	35.58213	41.40734	47.99496	55.89525	65.36217	70.61993	76.6739	95.57106	118.7222	127.7149	140.2591	162.4516					57.78033	67618
1995.5	"NE"	24229	487	67445	3958064	.3191358	.0084757	.4990849	15.57239	19.79235	23.282	30.43846	33.3442	36.37785	42.43312	49.24903	57.30487	66.83202	72.23088	78.49371	97.22679	118.9385	127.8097	140.2418	161.8693					58.68579	67445
1997.5	"NE"	21020	492	67032	3995641	.3168667	.0089606	.479946	16.01001	20.47953	23.99087	31.05104	34.02861	36.96453	43.10001	50.11064	58.00652	67.5788	73.20771	79.77818	98.967	121.1539	129.8044	141.8745	163.5061					59.60797	67032
1999.5	"NE"	14433	191	67504	4064374	.3202954	.0094219	.4400237	15.99088	20.41877	23.89052	31.13268	34.30478	37.18384	43.33141	50.40523	58.31434	68.23321	73.91965	80.82482	100.7927	123.8021	132.1744	143.8091	164.4764					60.20937	67504
2001	"NE"	15864	87	74288	4941566	.3272552	.0131556	.4456378	17.32157	21.73117	26.12334	34.46539	37.6741	40.95058	47.40708	54.82629	63.5282	74.39841	80.85824	88.22031	110.0244	136.6298	146.5978	161.445	185.2108					66.51904	74288
2002	"NE"	18721	169	74526	4987128	.3267434	.0124508	.4619117	17.31711	21.73179	26.15469	34.75925	37.93281	41.21627	47.76303	55.20435	63.9073	75.09929	81.64584	89.15724	111.2919	137.6017	147.4161	161.7572	184.398					66.91796	74526
2003	"NE"	19638	112	74690	5016021	.3242206	.0122551	.4649101	17.31879	21.94023	26.51024	34.85803	38.06624	41.3868	48.12432	55.70082	64.38997	75.75494	82.5929	90.61274	113.2074	139.4704	149.0769	162.9886	184.7022					67.15786	74690
2004	"NE"	20350	126	74596	5070915	.3282274	.0130706	.47221	17.39186	21.98865	26.49353	35.11006	38.27673	41.65463	48.39294	55.99247	65.00452	76.31698	83.22188	91.37841	114.5469	141.7402	151.8813	166.1988	188.6989					67.97838	74596
2005	"NE"	21208	112	74684	5127437	.3313124	.0137655	.479203	17.3609	21.99858	26.56803	35.159	38.4299	41.81298	48.5903	56.1509	65.30618	76.93913	84.009	92.28084	116.2464	143.8469	154.2332	168.9859	192.2056					68.65509	74684
2006	"NE"	23477	131	73291	5143825	.3312548	.0145296	.4934998	18.09195	22.83033	27.30352	35.87035	39.38739	42.79907	49.65603	57.18048	66.36903	78.23095	85.33799	93.5826	118.4972	147.0017	157.9	173.1746	197.2444					70.18358	73291
2007	"NE"	19030	3685	74061	5263569	.3315485	.0161348	.4681958	18.07432	22.96694	27.61106	36.25772	40.02983	43.22254	50.29763	57.94035	67.18714	79.1544	86.55286	95.34125	120.7669	149.0824	160.3331	176.0333						71.07072	74061
2008	"NE"	19732	3918	74447	5385599	.3340065	.0170951	.4735427	18.0608	22.94092	27.6723	36.71294	40.60344	43.95617	50.98113	58.7359	68.16999	80.5032	88.29572	97.33022	122.7321	152.8417	164.164	180.0075						72.34138	74447
2009	"NE"	20547	3663	74448	5358704	.3301518	.0164114	.475037	17.52524	22.92065	27.53247	36.62854	40.60685	43.97835	51.04347	58.92717	68.36954	80.90948	88.61009	97.61154	123.5425	153.1181	163.9507	179.0547						71.97916	74448
2010	"NE"	21116	3880	74664	5357844	.3309501	.0165066	.4784513	17.56225	22.82327	27.39092	36.39825	40.42137	43.70347	50.77829	58.67895	68.14956	80.767	88.36855	97.41999	123.5804	153.5097	164.4063	179.6035						71.75939	74664
1987.5	"NW"			12732	625349.2	.3767123	.0144518	.3767123	10.94454	15.31052	17.9821	23.32903	25.82456	27.8895	32.55587	37.44696	42.91494	49.17377	52.93223	57.86821	74.89558	98.02422	109.1885	127.1764	162.8316					49.11634	12732
1989.5	"NW"			12860	681295.9	.3772463	.0178072	.3772463	11.72399	16.38472	19.67401	25.3363	27.62736	30.29392	35.21657	40.44335	46.20432	52.94939	57.33143	62.64178	81.60413	107.7137	119.745	142.7387	185.3463					52.97791	12860
1991.5	"NW"			13807	805036.6	.3803373	.0199899	.3803373	13.79324	17.60942	21.40296	27.74322	30.62287	32.98168	38.29227	44.1856	50.70624	58.30774	63.22283	69.1302	89.42798	117.177	130.628	152.1336	199.8317					58.30641	13807
1993.5	"NW"			14520	972232.2	.3878954	.0233471	.3878954	15.81397	19.64345	23.91162	31.24984	34.61595	37.58014	43.56105	50.35025	57.85105	66.86594	72.32793	78.99945	102.047	133.1738	146.1031	171.8711						66.95814	14520
1995.5	"NW"	2569	651	14884	1016839	.3720877	.0194236	.4645135	16.13558	21.05342	25.76226	33.138	36.47847	39.7169	45.89959	52.38902	59.80178	68.7647	74.43045	81.26348	104.8213	136.2924	148.5888	172.6794						68.31757	14884
1997.5	"NW"	2959	690	15079	1048910	.36892	.0185719	.472444	16.54006	21.8264	26.47191	34.15254	37.33466	40.58326	46.69311	53.44559	61.23933	70.47852	75.92059	82.57031	106.0079	139.6676	153.8024	174.8476						69.56096	15079
1999.5	"NW"	3186	639	15687	1106333	.3773259	.0191808	.4824411	16.37205	21.60859	26.38913	34.15128	37.3392	40.60368	46.84076	53.50747	61.18888	70.61514	76.11093	82.87211	106.3605	138.9588	153.0453	175.9882						70.52547	15687
2001	"NW"	3136	95	17490	1367240	.3901777	.0224474	.4828957	17.80533	23.09455	28.53357	37.16054	40.71013	43.88961	50.5696	57.8151	66.30602	76.7142	83.0097	90.45935	116.4015	152.1513	167.4441	189.4498						78.17264	17490
2002	"NW"	3196	98	18154	1418887	.3830988	.0245902	.4754462	17.82366	23.16242	28.98541	37.55911	41.10759	44.28043	51.09465	58.44447	66.9101	77.71516	84.27399	92.17147	118.6144	157.4251	173.5215	196.7256						78.15839	18154
2003	"NW"	3276	102	18421	1443394	.3818299	.0253952	.4751666	17.77447	23.08888	28.91358	37.59579	41.12637	44.49602	51.32637	58.83611	67.35564	78.08851	84.79359	92.70059	121.2911	159.697	176.0555	199.6421						78.35588	18421
2004	"NW"	3433	131	18543	1501717	.3953415	.027439	.4897987	18.22963	23.49913	29.16095	37.7832	41.32945	44.71042	51.62996	59.23988	68.00964	79.09399	85.98988	94.21468	123.836	163.881	181.6704							80.98563	18543
2005	"NW"	3380	159	18906	1669832	.4409811	.0288073	.5257646	17.94997	23.49911	29.13814	37.8019	41.33148	44.76201	51.62415	59.14218	68.5032	79.79115	86.5542	95.26236	125.6299	167.4825	185.4757							88.32288	18906
2006	"NW"	3732	153	18794	1584851	.4036357	.0307201	.5024385	20.03143	24.53652	30.0999	38.67131	42.20053	45.71853	52.66349	60.5588	69.6366	81.0583	88.3122	97.11411	128.47	173.2548	192.3065							84.32748	18794
2007	"NW"	3555	142	19186	1728508	.4303202	.0333758	.5193757	19.43596	24.43398	30.28364	39.06107	42.72047	46.35373	53.41138	61.68829	71.36908	82.97536	90.76294	100.0084	132.3968	179.4174	198.8822							90.09214	19186
2008	"NW"	3602	230	19285	1708801	.4102287	.0336436	.5030481	19.33533	24.67955	30.58865	39.8456	43.50104	47.17201	54.63631	62.95742	73.01837	85.16657	92.87389	102.7507	135.3699	181.2817	199.7423							88.60779	19285
2009	"NW"	3561	224	19514	1724625	.4107554	.0326761	.5016893	19.22759	24.59288	30.25063	39.63864	43.17335	46.84789	54.42883	62.8862	73.01442	85.32309	93.31583	102.8933	135.3032	179.4662	197.0259							88.37885	19514
2010	"NW"	3659	237	19555	1731280	.4092095	.0329973	.5023301	19.83018	25.18696	30.6123	39.64679	43.19057	46.90908	54.63174	63.05572	73.13182	85.79651	93.86671	103.7078	136.8604	180.8775	198.1933							88.53389	19555
1987.5	"OW"			10354	427428.3	.3353681	.0061812	.3353681	10.69075	14.06201	16.67377	21.11514	22.95373	25.14232	29.03448	33.14145	37.94527	43.63551	47.11486	51.31792	65.37831	83.45769	98.65159	100.0558	120.4254	158.9854				41.28147	10354
1989.5	"OW"			10121	461225.2	.3382969	.0080032	.3382969	11.31088	15.87464	18.69172	23.58769	25.86459	27.78866	31.93206	36.41436	41.41262	47.24615	51.19236	55.7534	71.08443	91.06609	98.54734	110.9152	130.2374	177.2847				45.57111	10121
1991.5	"OW"			10460	529544.6	.3315772	.0091778	.3315772	13.01242	17.32421	20.97668	26.85415	29.55538	31.70221	36.19144	41.0079	46.39544	53.21428	57.5036	62.37447	79.04416	101.3384	110.1234	122.6051	141.9679	192.2162				50.62568	10460
1993.5	"OW"			11219	617146.2	.3124547	.0120332	.3124547	15.63334	18.64087	22.7794	29.87271	32.52782	35.431	40.71373	46.08333	52.32489	60.084	64.83476	71.04319	90.24316	113.7075	122.6469	136.4313	160.2111					55.00902	11219
1995.5	"OW"	2647	386	11867	695742.8	.3277395	.0097837	.4503434	15.82665	19.79816	23.84787	31.04666	33.85939	36.65062	42.12767	48.03365	55.09247	63.06358	68.02001	74.08799	93.73358	116.7772	125.6949	138.0919	160.3001					58.62836	11867
1997.5	"OW"	3289	931	11895	698214.4	.3279574	.0096154	.4735283	15.97105	20.41094	24.11565	30.67069	33.60064	36.49557	42.04667	47.94106	54.76956	63.12707	68.28887	74.28953	93.88071	117.7804	126.6269	138.6812	160.984					58.69814	11895
1999.5	"OW"	3430	998	12185	715859.5	.3287385	.0083253	.4761882	15.92841	20.2508	23.97871	30.88741	33.8097	36.64858	42.1455	47.98467	54.9	63.26598	68.3103	74.45789	92.0313	113.7752	122.2802	134.4619	154.7327					58.74924	12185
2001	"OW"	3794	277	13868	900207.5	.3403262	.010248	.4820317	17.31729	21.66119	25.82159	33.60905	36.85116	39.89244	45.86835	52.13998	59.66094	68.7022	74.07763	80.7066	100.5668	125.4932	135.2837	149.0413	171.9939					64.91257	13868
2002	"OW"	3873	299	14048	906260.5	.3309677	.0103789	.4755557	17.26154	21.66236	26.04403	33.76052	37.01386	40.2876	46.22328	52.5158	60.19777	69.73295	75.26865	81.58187	102.1629	126.7174	135.6873	148.1949	171.7557					64.51171	14048
2003	"OW"	3904	287	14346	920874.9	.3235895	.0107945	.4682858	17.18357	21.55288	26.0144	34.15732	37.33731	40.53396	46.5355	52.93511	60.64099	70.16398	75.9022	82.37564	102.146	127.306	136.8409	150.3324	174.2874					64.19036	14346
2004	"OW"	3822	333	14491	961547	.3373023	.0112488	.4756101	17.328	21.84272	26.37498	34.54604	37.78468	41.02643	46.98141	53.60526	61.64027	70.96972	76.75349	83.57789	103.9487	128.4414	137.4621	150.1677	175.3979					66.35477	14491
2005	"OW"	3739	388	14579	969357	.3340102	.0115733	.4699494	17.39645	22.12724	26.73618	35.01061	37.98283	41.13311	47.15639	53.78897	61.79618	71.76189	77.61937	84.15337	105.3189	130.2048	138.9719	151.6382	177.0097					66.48995	14579
2006	"OW"	4061	279	14724	1045256	.3605036	.0138408	.4987519	18.07794	22.71371	27.19689	35.5158	38.87243	42.01694	48.27945	55.23451	63.28402	73.36765	79.46291	86.44441	108.2458	135.1521	145.1171	161.617	190.1602					70.98992	14724
2007	"OW"	3867	363	15050	1078524	.3563515	.0154359	.4879256	18.08462	22.95299	27.60319	36.11642	39.55885	42.64749	49.00304	55.90978	64.25974	74.77859	80.92273	87.80634	111.1577	140.4078	151.695	169.2868	197.5988					71.66273	15050
2008	"OW"	3893	371	15323	1109499	.3486392	.0177456	.4805995	18.29081	23.27284	28.22181	36.99791	40.62642	43.72693	50.24663	57.1454	65.57653	76.5106	82.74869	90.10791	113.9325	144.8563	157.7238	177.1702						72.40743	15323
2009	"OW"	3842	376	15705	1155109	.3514194	.0185706	.4788991	17.84268	23.28617	28.15693	37.07108	40.7843	44.17509	50.69944	57.92088	66.70798	77.56057	84.30212	91.95253	116.8068	148.7451	162.0065	180.8889						73.55037	15705
2010	"OW"	3828	340	16014	1199476	.3555069	.0204112	.4798452	18.13385	23.77341	28.63246	37.41842	41.1515	44.5218	51.11409	58.46028	67.6369	78.84312	85.42033	93.38848	118.5157	151.7498	166.0775	186.5632						74.9017	16014
1987.5	"SG"			157133	7236947	.3238383	.0080569	.3238383	11.28555	15.92621	19.03758	23.85458	26.16603	28.35535	33.01106	38.11231	43.74727	50.42565	54.21956	58.669	73.19356	91.67045	99.17353	110.6441	130.6294	180.1137				46.05619	157133
1989.5	"SG"			157889	7824735	.3321239	.0105137	.3321239	11.59895	16.38259	20.02215	25.51415	27.78936	30.40407	35.36592	40.79003	46.81983	53.90531	58.06861	62.87503	78.66205	99.81882	108.7791	121.7072	145.3479					49.55846	157889
1991.5	"SG"			166637	9041292	.3350551	.0124642	.3350551	13.4956	17.53872	21.35551	27.62613	30.51041	33.02094	38.439	44.39944	51.19535	59.12995	63.73114	68.99713	86.22961	109.3225	118.4295	133.11	158.6862					54.25741	166637
1993.5	"SG"			170308	1.02e+07	.3261473	.014145	.3261473	15.80873	19.72468	24.19848	31.15684	34.16615	37.04956	42.93753	49.35369	56.77808	65.634	70.74717	76.61158	95.45284	119.3773	129.668	144.2084	171.4151					59.64323	170308
1995.5	"SG"	26606	4036	169014	1.03e+07	.3208186	.0122789	.4131931	16.1084	20.86623	25.22205	32.16629	35.47975	38.25558	44.33857	51.01106	58.58298	67.58832	72.85508	79.016	98.24648	122.3346	132.2505	146.2295	172.8983					61.17444	169014
1997.5	"SG"	39051	6069	166111	1.03e+07	.3182926	.0112155	.4480503	16.39207	21.38812	25.62115	32.62428	35.87787	38.76819	45.00251	51.47587	59.02778	68.12568	73.47038	79.69577	98.95417	122.8431	132.722	146.6395	172.2783					61.73808	166111
1999.5	"SG"	48615	5701	164839	9952126	.3158648	.0096086	.4716793	16.3411	21.20439	25.23881	32.1162	35.412	38.15598	44.10546	50.55613	57.76362	66.5432	71.73945	77.77292	96.57503	119.1558	128.7695	142.3372	165.9129					60.37482	164839
2001	"SG"	42270	947	197544	1.34e+07	.3358295	.0155204	.4528972	17.87899	22.54056	27.02232	35.11801	38.26289	41.54907	47.99791	55.1991	63.24001	72.98696	78.81448	85.79494	108.0198	136.5155	147.5482	165.503	195.1154					67.87456	197544
2002	"SG"	45654	1330	198931	1.35e+07	.3288581	.0146657	.4541328	17.81095	22.49325	27.08667	35.51826	38.70992	41.93814	48.42053	55.61321	63.77496	73.60284	79.45025	86.36037	108.6194	136.6221	147.2526	164.2243	192.0593					67.66302	198931
2003	"SG"	46875	2093	196747	1.30e+07	.3154637	.0125645	.4471744	17.93557	22.69563	27.28981	35.59162	38.81317	42.00467	48.43261	55.53742	63.58337	73.26318	79.03252	85.86998	107.1981	133.1937	143.0077	157.7622	182.5948					66.25811	196747
2004	"SG"	46731	2919	198294	1.32e+07	.3167205	.0127456	.447035	17.88504	22.62679	27.21796	35.54499	38.763	41.96372	48.38245	55.48069	63.54669	73.51768	79.3587	86.35363	108.0532	134.6954	144.7536	159.682	183.9247					66.38641	198294
2005	"SG"	47639	3087	199395	1.33e+07	.3179864	.0130589	.4495085	18	22.74787	27.32366	35.61584	38.87834	42.05742	48.51921	55.57559	63.68118	73.50875	79.49117	86.57907	108.4234	135.06	145.1466	160.3922	185.3435					66.66608	199395
2006	"SG"	52679	3488	197052	1.32e+07	.3140785	.013002	.4587688	20.04889	23.5056	27.84303	36.05402	39.374	42.51125	48.90083	55.93587	64.02917	73.82845	79.80239	86.79761	108.8671	135.8133	145.9035	161.3303	186.5154					66.97988	197052
2007	"SG"	50992	3548	200641	1.38e+07	.3195309	.0143145	.4574241	20.08993	23.77377	28.25202	36.50243	40.14318	43.12725	49.62052	56.70819	65.12491	75.16721	81.18312	88.28121	110.9156	138.7507	149.287	165.81	192.1907					68.54797	200641
2008	"SG"	51947	3887	202511	1.42e+07	.3224989	.0154328	.4608092	20.09909	23.93488	28.50467	37.09006	40.75941	43.90083	50.59861	57.78492	66.43972	76.87079	83.08617	90.54147	114.0001	143.1076	154.4263	171.1033	197.7105					70.12284	202511
2009	"SG"	52702	4021	204656	1.44e+07	.3200945	.0150879	.4593261	20.11563	24.05436	28.64725	37.28106	40.94749	44.17781	50.78917	58	66.66507	77.10275	83.39597	90.86069	114.6817	143.8638	155.0347	171.0036	196.342					70.17233	204656
2010	"SG"	52224	4144	208099	1.46e+07	.3207504	.0155768	.4570162	20.00984	23.82055	28.43141	37.17544	40.9133	44.13459	50.81071	58.1524	66.91888	77.54137	83.94113	91.43858	115.5679	144.4033	155.6279	172.0198	198.0961					70.2794	208099
1987.5	"SH"			27683	1277935	.3197289	.0060687	.3197289	10.90381	15.23805	18.08224	23.52887	26.07317	28.39222	33.40272	39.02133	45.40693	52.52201	56.69065	61.46175	76.13217	93.74551	100.9479	111.1434	128.6535	167.1005				46.16318	27683
1989.5	"SH"			27946	1380982	.3189737	.0074071	.3189737	11.74153	16.48768	20.07314	25.63585	28.06939	30.73347	35.82574	41.53008	47.96696	55.92167	60.49236	65.61118	81.48079	100.1991	107.6258	118.0185	138.1732	179.1769				49.41609	27946
1991.5	"SH"			29280	1576562	.3187175	.0096995	.3187175	14.00954	17.74104	21.58886	28.00703	30.94442	33.61349	39.02351	45.27554	52.15283	60.60258	65.56683	71.075	88.47011	109.5763	117.9093	130.8895	152.0495	197.6069				53.84432	29280
1993.5	"SH"			29482	1757881	.3075681	.0111933	.3075681	15.96978	20.47739	25.10705	32.0456	35.31879	38.12754	44.27308	50.74271	58.2658	67.26735	72.55048	78.70879	97.9056	118.893	127.7719	140.3163	161.5666					59.62556	29482
1995.5	"SH"	63	13	29883	1848108	.2987257	.0113204	.3002011	16.53457	22.07691	26.82235	34.19915	37.31331	40.51463	46.51348	53.00303	60.48248	69.41456	74.88882	81.13427	100.1124	122.6048	131.8459	144.7949	165.6373					61.8448	29883
1997.5	"SH"	5711	1592	28849	1770133	.2923327	.008478	.4092739	17.00812	22.77465	27.25177	34.31556	37.29362	40.41879	46.41436	52.76919	60.20244	69.03124	74.21032	80.48844	98.85984	120.2974	128.9241	140.9651	160.4444					61.35854	28849
1999.5	"SH"	6332	1511	28904	1547889	.2879537	.0066126	.4159102	16.03935	20.76224	25.19791	30.79754	33.19714	35.77827	40.70997	45.97622	51.63337	58.70618	63.12194	68.57558	86.34293	105.8785	113.5516	124.6457	142.6455	184.2565				53.55276	28904
2001	"SH"	6738	427	32703	2097736	.3007182	.0109277	.4201818	17.8018	22.7255	27.42539	35.506	38.62315	41.78999	47.97952	54.70233	62.35606	71.76788	77.38706	83.90935	104.7204	129.3475	138.5887	151.7187	173.812					64.14507	32703
2002	"SH"	6726	423	32771	2148617	.3015827	.0116465	.4205171	17.82038	22.86927	27.74542	36.03534	39.4393	42.56489	48.96078	56.00601	63.98592	73.68813	79.59715	86.70596	107.5569	132.819	142.3752	156.0939	178.1293					65.56457	32771
2003	"SH"	6881	493	33053	2176428	.3024164	.0109431	.4226165	17.86112	23.0045	27.94898	36.16705	39.4581	42.60888	49.05418	56.08372	64.16071	74.05523	80.2157	87.11501	108.2604	132.3999	141.2483	153.9984	175.2188					65.84661	33053
2004	"SH"	6999	514	33073	2185312	.3065167	.0118287	.4276409	17.88079	22.99142	27.8313	36.03389	39.44983	42.58899	49.00444	55.84264	63.78869	73.80378	80.06575	87.10686	108.0999	133.2628	142.6838	156.4328	178.9682					66.07542	33073
2005	"SH"	7339	614	33232	2215682	.3099599	.0124473	.4347832	18.05682	23.13903	27.9744	36.12355	39.50741	42.63661	49.11166	56.01717	64.21319	74.24632	80.19508	87.33482	109.1751	134.8021	144.2439	158.4718	182.0032					66.67316	33232
2006	"SH"	8071	711	32936	2249216	.3129172	.0136318	.4481489	20.24797	24.14139	28.72146	36.93009	40.48399	43.53192	50.04279	56.96289	65.19025	75.02639	81.06144	88.31526	110.6498	137.5397	147.5213	163.1954	188.5485					68.2905	32936
2007	"SH"	7725	947	33168	2287873	.3122014	.0146724	.4421318	20.25693	24.46667	29.05603	37.32584	40.83913	44.00399	50.5187	57.5172	65.9083	75.75528	81.82949	89.44672	112.8428	141.1995	151.9777	167.8545	193.0875					68.97832	33168
2008	"SH"	7806	953	33562	2363169	.3162471	.0156401	.4452689	20.34482	24.38336	29.2066	37.75917	41.39523	44.79634	51.28525	58.49043	66.89831	77.27097	83.56225	91.10908	114.933	143.8932	155.1318	171.4347	197.3624					70.41204	33562
2009	"SH"	7911	928	33726	2377600	.3136044	.0158273	.4440191	20.26131	24.5486	29.37004	37.99165	41.58473	45.05981	51.48695	58.91177	67.21387	77.61203	83.90244	91.8656	115.7222	143.6014	154.5809	171.3926	198.2371					70.49752	33726
2010	"SH"	8080	913	34090	2407886	.3155347	.0156035	.446682	20.31898	24.46196	29.25402	37.9121	41.50578	44.7443	51.48301	58.73839	67.26516	77.59026	84.23187	91.92894	116.8239	146.5791	157.717	173.1876	197.603					70.6332	34090
1987.5	"SO"			93040	4140643	.3203891	.006782	.3203891	10.85787	15.11537	17.72741	22.84989	25.41245	27.56876	32.37137	37.43159	42.95756	49.39188	53.15813	57.73429	71.79551	97.80503	96.05918	106.4454	124.2804	167.5591				44.50389	93040
1989.5	"SO"			90999	4403701	.3208733	.0085605	.3208733	11.5189	16.21465	19.47935	25.27558	27.52831	30.19279	35.18256	40.55017	46.67607	53.93104	58.17853	63.20192	78.24693	96.75683	104.4566	115.6101	136.6832	186.3175				48.39285	90999
1991.5	"SO"			95006	5010916	.3227989	.0104099	.3227989	13.20989	17.3585	21.10355	27.39841	30.33053	32.81121	38.07837	43.76556	50.62813	58.60339	63.36387	68.90485	85.48635	105.9345	114.2043	127.1381	149.7368					52.74315	95006
1993.5	"SO"			96564	5632467	.3117808	.0108218	.3117808	15.76008	19.6303	24.17344	31.25181	34.36585	37.18491	42.89199	49.13174	56.46945	65.58358	70.8749	76.95615	95.23016	116.0868	124.603	137.3437	158.5519					58.32885	96564
1995.5	"SO"	25885	1354	96891	5868190	.3063153	.0089431	.4525656	16.24204	21.21918	25.69959	32.9733	36.19545	39.09433	45.13667	51.33045	58.60653	67.64008	72.97585	79.24493	97.81137	119.4938	128.254	140.4057	161.5359					60.56486	96891
1997.5	"SO"	24886	1488	98051	6025376	.3021525	.0091836	.443417	16.65417	21.97492	26.46144	33.735	36.85937	40.05132	45.93643	52.27966	59.62797	68.60607	73.91262	80.30865	98.83225	120.1028	128.7806	140.8997	162.2366					61.45144	98051
1999.5	"SO"	26836	1572	97937	5866118	.2959424	.0074776	.4473701	16.52127	21.67113	26.00683	33.17813	36.36331	39.31302	45.2868	51.50954	58.67625	67.31879	72.54121	78.65852	96.91602	116.5168	124.2025	135.4158	153.6246	196.4872				59.89685	97937
2001	"SO"	27963	1160	111099	7376375	.3063866	.0113762	.4458604	18.25764	23.16907	27.98662	36.2731	39.70099	42.84983	49.34233	56.28974	64.23928	73.98576	79.73396	86.5267	107.1614	131.3	140.5059	153.9701	177.4708					66.39461	111099
2002	"SO"	28629	1228	112109	7514488	.3083234	.0112479	.4490246	18.3055	23.25178	28.16737	36.52925	40.08421	43.12042	49.6697	56.63593	64.75947	74.56522	80.43229	87.30992	108.1292	132.3313	141.2902	154.4868	177.4638					67.0284	112109
2003	"SO"	29260	1344	112743	7606000	.3092647	.0113941	.4515921	18.44617	23.50325	28.40508	36.65047	40.2346	43.31475	49.80145	56.76732	65.0934	75.14031	81.14619	88.14935	109.176	133.7372	142.9067	156.4612	179.0268					67.46317	112743
2004	"SO"	29921	1358	113531	7698407	.3124575	.0119622	.455864	18.49439	23.46414	28.4382	36.67165	40.18853	43.23612	49.59135	56.6379	65.03707	75.19511	81.30635	88.52443	110.341	136.1387	145.7138	159.8374	182.4444					67.80885	113531
2005	"SO"	30007	1327	114868	7845586	.3125754	.0125764	.4549571	18.54075	23.61458	28.59378	36.81794	40.32568	43.44172	50.08039	57.07645	65.59447	75.98365	82.10232	89.45692	111.7489	137.6181	147.0091	161.5466	184.9945					68.30089	114868
2006	"SO"	31932	1410	114177	7988501	.3152072	.0133051	.4648681	20.33687	24.5788	29.38764	37.6076	41.11261	44.33192	50.83541	58.02658	66.6235	77.1329	83.4962	91.0573	113.7199	140.3895	150.3055	165.457	189.4404					69.96594	114177
