anz_pflichtige	steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_steink	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p99	mean
3	1975.5	"VS"			74969	1798052	.3555373			10.12833	13.03707	14.25701	15.42864	17.68534	20.06958	22.51144	25.65613	27.56225	30.18193	38.97236	51.09463	107.7865	23.98394
3	1977.5	"VS"			82900	2042695	.3827423				12.14475	13.69074	15.29953	18.29367	21.27571	24.42655	27.9208	30.3172	32.9656	42.33572	53.4426	105.1124	24.64047
3	1979.5	"VS"			90641	2291584	.3993707				11.50064	13.35219	15.18405	18.60335	22.00775	25.47712	29.43181	31.89689	35.02169	44.58897	56.08711	105.9992	25.28198
6	1981.5	"VS"			98622	2604761	.4145487				10.77832	13.01389	15.13822	19.14514	22.87005	26.73034	31.29002	33.88582	37.06078	47.37039	60.14391	115.1614	26.41156
6	1983.5	"VS"			104571	2928495	.4203111				11.42269	13.62018	15.7334	19.81615	23.73974	27.66178	32.45456	35.46551	38.9044	50.65051	64.89764	124.9833	28.00484
9	1985.5	"VS"			108485	3204760	.4179241				12.24584	14.48928	16.67261	21.0272	25.18377	29.47372	34.60476	37.58884	41.32425	53.38361	68.34526	129.2322	29.54104
496	1987.5	"VS"			117085	3595239	.4106283				12.02493	15.32074	17.37801	21.83022	26.12796	30.54145	35.65221	38.7147	42.46249	54.545	70.01555	135.8368	30.70623
657	1989.5	"VS"			120187	4161444	.4072947				14.55095	17.80239	20.79957	25.44496	29.78542	34.36792	40.08796	43.28097	47.33088	60.63961	77.18347	152.2383	34.62474
845	1991.5	"VS"			127295	4808898	.4032513				16.29419	20.05608	22.54595	27.58056	32.37027	37.49114	43.4957	47.17418	51.62023	66.07702	83.80774	166.1904	37.77758
893	1993.5	"VS"			132329	5403361	.3966093				17.74847	21.4633	25.06381	30.40741	35.7438	41.32893	47.88565	51.87889	56.66907	72.03306	90.2888	168.0786	40.83278
0	1961.5	"ZG"			11921	141525	.3469551		6.118383	6.313264	6.759563	7.014138	7.24662	7.794276	8.49926	9.446444	10.78057	11.73508	12.92115	17.99919	26.32062	65.63488	11.87191
0	1963.5	"ZG"			13774	192737	.3680851		6.470369	7.106442	7.659759	7.981008	8.281679	8.987057	9.819352	10.89552	12.46115	13.60567	15.04222	21.28324	31.28402	75.09207	13.99281
1	1965.5	"ZG"			14236	228535	.3639095		7.531948	8.194296	8.8957	9.238567	9.593935	10.40143	11.40597	12.73726	14.6113	15.9188	17.77843	24.85059	36.27853	86.73772	16.05332
1	1967.5	"ZG"			17914	305630.2	.3579181		7.748755	8.370561	9.34116	9.789723	10.30908	11.30441	12.42225	13.82151	15.87294	17.33845	19.20241	26.44676	38.15685	91.91385	17.06097
4	1969.5	"ZG"			21195	403284.3	.3667771		8.120001	8.72519	10.07054	10.59571	11.2363	12.43851	13.79797	15.45569	17.79482	19.53118	21.57355	29.4454	41.7012	100.2713	19.02733
8	1971.5	"ZG"			21142	497751.1	.3621345		10.19245	11.06322	12.54854	13.309	14.06181	15.48568	17.17012	19.30902	22.18067	24.13429	26.56944	35.99345	50.87471	124.423	23.54324
10	1973.5	"ZG"			24562	669501.9	.3631752	9.557418	10.84057	12.09587	14.19088	15.16464	16.09065	17.81435	19.79453	22.34969	25.80015	28.0746	31.12271	41.93866	58.73581	144.6863	27.25763
5	1975.5	"ZG"			26715	851668.7	.3522163	10.07405	11.713	13.49491	16.67831	18.12132	19.36145	21.81219	24.40462	27.37507	31.51731	34.17056	37.69188	50.51968	69.24439	158.1382	31.87979
11	1977.5	"ZG"			28266	987484.1	.362707	10.08602	11.83886	13.84579	17.48384	19.16714	20.68081	23.68793	26.65056	30.39463	35.11842	38.15532	42.22777	56.74945	77.03632	169.4119	34.93541
11	1979.5	"ZG"			31533	1146556	.3695574	10.04223	12.06086	14.28035	18.1414	19.61673	21.15874	24.19225	27.31017	31.33538	36.52193	39.77369	44.0913	60.0059	82.18456	180.2363	36.36052
16	1981.5	"ZG"			33437	1328798	.381188	10.07413	12.30594	14.67787	19.12753	21.05325	22.69176	25.90792	29.54305	34.0219	40.15436	43.73083	48.59837	66.1141	89.73011	204.7933	39.74034
24	1983.5	"ZG"			34840	1508957	.3874958	11.12914	13.28817	15.82089	20.3459	22.33381	24.28163	27.73119	31.8192	36.6018	42.79939	47.0201	52.36755	71.37937	98.15865	217.7919	43.31105
33	1985.5	"ZG"			37692	1780173	.4046108	11.58829	13.79919	16.52998	21.18312	23.26517	25.29318	29.27166	33.7394	39.23654	46.20935	50.88368	56.795	78.30594	109.1362	250.3834	47.22945
695	1987.5	"ZG"			40296	2014068	.4182173		12.68772	16.31052	21.74129	24.27101	26.53421	31.12493	35.90633	41.34811	48.21636	52.82383	58.81067	81.26402	114.101		49.98184
877	1989.5	"ZG"			40929	2282228	.4146285		14.79625	18.92181	25.20522	27.52514	30.24043	35.1202	40.30457	46.28072	54.00082	59.05042	65.51319	90.35706	126.4214		55.76066
1117	1991.5	"ZG"			42487	2731341	.4380296		15.82236	20.69383	27.46721	30.55253	33.15427	38.59999	44.53945	51.26587	60.19455	65.86	72.99998	100.4837	140.3607		64.28651
1328	1993.5	"ZG"			43274	3002740	.4140606		17.76659	23.21584	31.14638	34.41923	37.40912	43.50241	50.23011	57.89544	67.81178	74.2611	82.55375	112.647	156.0473		69.389
23	1961.5	"ZH"			276694	3583443	.3803614		6.142654	6.400989	7.001399	7.246968	7.519019	8.145205	8.878055	9.859247	11.28685	12.32404	13.72586	19.37951	29.01612	78.06702	12.95092
39	1963.5	"ZH"			298070	4479543	.3979856		6.579644	7.189494	7.840718	8.170343	8.495749	9.238821	10.11798	11.27549	12.94903	14.14199	15.76811	22.42503	33.92096	94.87811	15.02849
46	1965.5	"ZH"			295230	5138729	.402021		7.617962	8.262118	9.047368	9.412329	9.818774	10.69083	11.7469	13.09879	15.04413	16.40661	18.29452	26.251	39.8379	111.2106	17.40585
72	1967.5	"ZH"			285563	5781198	.4051422		8.168817	8.741265	10.0072	10.4767	11.09036	12.2645	13.60006	15.36047	17.73167	19.45332	21.69359	31.06752	46.44503	126.2318	20.24491
96	1969.5	"ZH"			340389	7447963	.404125		8.251023	9.17907	10.70115	11.45039	12.19659	13.57958	15.22656	17.19143	19.81779	21.66891	24.1506	33.74523	49.38378	132.7981	21.88074
131	1971.5	"ZH"			360960	9369102	.396168		10.26944	11.26683	13.05799	13.79133	14.61367	16.29244	18.20452	20.47651	23.6203	25.813	28.58927	39.81054	58.22999	153.608	25.95607
204	1973.5	"ZH"			389744	1.16e+07	.4083546		10.53029	12.05735	14.45742	15.51609	16.54222	18.59288	20.80383	23.50834	27.07417	29.47411	32.75486	45.7988	66.77897	178.8718	29.77834
230	1975.5	"ZH"			431051	1.47e+07	.3949738		11.03221	13.07976	16.58673	18.19763	19.6066	22.39023	25.26907	28.39301	32.69756	35.59183	39.13032	53.18365	74.62858	187.7211	34.00083
186	1977.5	"ZH"			452637	1.63e+07	.3790064		11.2807	13.43406	17.52461	19.42985	21.22548	24.54835	27.74358	31.63613	36.43678	39.48334	43.4744	58.20867	78.46432	179.1516	36.07995
186	1979.5	"ZH"			475457	1.80e+07	.3765014		11.63101	13.88119	18.1777	20.1923	22.06514	25.54791	29.10795	33.23783	38.4781	41.87277	46.17335	61.87219	82.81149	184.156	37.77212
209	1981.5	"ZH"			494938	1.99e+07	.3794953		11.79467	14.33135	19.01486	21.16098	23.24315	26.94719	31.08949	35.72264	41.40216	45.14642	49.65191	66.58977	89.22496	195.3261	40.20027
235	1983.5	"ZH"			516238	2.21e+07	.3812204		12.44839	15.14012	20.10853	22.37172	24.57958	28.64703	32.98286	37.85405	43.88837	47.79584	52.77624	71.10204	95.54567	206.7663	42.79216
259	1985.5	"ZH"			534469	2.44e+07	.3844759		13.03848	15.69642	20.89147	23.44939	25.7595	30.52699	35.32804	40.6262	47.18461	51.47413	56.9145	76.69097	102.9362	220.462	45.57226
7678	1987.5	"ZH"			565942	2.70e+07	.3849329		12.64019	16.23751	21.87629	24.6106	26.9612	31.7724	36.66016	42.11058	48.89163	53.25371	58.88142	79.19772	107.1653		47.6596
9663	1989.5	"ZH"			559642	2.99e+07	.3837153		14.69823	18.92916	25.31961	27.86152	30.65601	35.71561	41.0219	47.13426	55.02453	60.01266	66.25552	96.01344	120.1359		53.46143
11975	1991.5	"ZH"			580900	3.41e+07	.3852195		15.9679	20.53351	27.44357	30.64363	33.38268	38.96116	44.82006	51.57489	60.17158	65.57836	72.46735	97.06245	131.1119		58.64499
13982	1993.5	"ZH"			585342	3.82e+07	.3767312		17.81288	22.95943	31.20199	34.6786	37.83523	44.09435	50.74881	58.28659	67.86287	73.96254	81.69331	108.5003	144.1597		65.25278
